anonymous_cluster_id	genre	SVO	SOV	VSO	VOS	OSV	OVS
suk-professional-0009	suk-professional	10	1	0	0	0	0
suk-professional-0010	suk-professional	2	0	0	0	0	0
suk-professional-0011	suk-professional	2	0	0	0	0	1
suk-professional-0012	suk-professional	1	0	0	0	0	0
suk-professional-0013	suk-professional	3	0	0	0	0	0
suk-professional-0014	suk-professional	6	1	1	0	0	0
suk-professional-0015	suk-professional	1	0	0	0	0	0
suk-professional-0016	suk-professional	3	0	0	0	0	1
suk-professional-0017	suk-professional	2	0	0	0	0	0
suk-professional-0018	suk-professional	3	0	0	0	0	0
suk-professional-0019	suk-professional	1	0	0	0	0	0
suk-professional-0020	suk-professional	2	0	0	0	0	0
suk-professional-0021	suk-professional	2	0	0	0	0	0
suk-professional-0022	suk-professional	1	0	0	0	0	0
suk-professional-0023	suk-professional	8	0	0	0	0	0
suk-professional-0024	suk-professional	1	1	0	0	0	0
suk-professional-0025	suk-professional	0	0	0	0	0	1
suk-professional-0026	suk-professional	1	0	0	0	0	1
suk-professional-0027	suk-professional	1	0	0	0	0	0
suk-professional-0028	suk-professional	9	0	2	0	0	0
suk-professional-0029	suk-professional	2	0	0	0	0	0
suk-professional-0030	suk-professional	1	0	0	0	0	0
suk-professional-0031	suk-professional	1	0	0	0	0	0
suk-professional-0032	suk-professional	1	0	0	0	0	0
suk-professional-0033	suk-professional	1	0	0	0	0	0
suk-professional-0034	suk-professional	4	0	0	0	0	2
suk-professional-0035	suk-professional	1	0	0	0	0	2
suk-professional-0036	suk-professional	1	0	1	0	0	1
suk-professional-0037	suk-professional	1	0	0	0	0	0
suk-professional-0038	suk-professional	1	0	0	0	0	0
suk-professional-0039	suk-professional	1	0	0	0	0	0
suk-professional-0040	suk-professional	1	0	0	0	0	0
suk-professional-0041	suk-professional	1	0	1	0	0	0
suk-professional-0042	suk-professional	0	0	0	0	0	1
suk-professional-0043	suk-professional	4	0	0	0	0	1
suk-professional-0044	suk-professional	0	0	0	0	0	1
suk-professional-0045	suk-professional	3	0	0	0	0	0
suk-professional-0046	suk-professional	1	0	0	1	0	0
suk-professional-0047	suk-professional	1	0	0	0	0	2
suk-professional-0048	suk-professional	4	0	0	0	0	0
suk-professional-0049	suk-professional	1	0	1	0	0	1
suk-professional-0050	suk-professional	2	0	0	0	0	1
suk-professional-0051	suk-professional	3	0	1	0	0	1
suk-professional-0052	suk-professional	1	0	0	0	1	0
suk-professional-0053	suk-professional	15	0	1	0	0	1
suk-professional-0054	suk-professional	3	0	0	0	0	0
suk-professional-0055	suk-professional	4	0	0	1	0	3
suk-professional-0056	suk-professional	1	0	0	0	0	1
suk-professional-0057	suk-professional	2	0	0	0	0	1
suk-professional-0058	suk-professional	2	0	0	0	0	0
suk-professional-0059	suk-professional	1	0	0	0	0	0
suk-professional-0060	suk-professional	0	1	0	0	1	0
suk-professional-0061	suk-professional	1	0	0	0	0	0
suk-professional-0062	suk-professional	2	1	0	0	0	1
suk-professional-0063	suk-professional	1	0	0	0	0	0
suk-professional-0064	suk-professional	0	0	1	0	0	0
suk-professional-0065	suk-professional	1	0	0	0	0	0
suk-professional-0066	suk-professional	4	0	1	0	0	0
suk-professional-0067	suk-professional	1	0	0	0	0	0
suk-professional-0068	suk-professional	1	0	0	0	0	0
suk-professional-0069	suk-professional	2	0	0	0	1	1
suk-professional-0070	suk-professional	2	0	0	0	0	0
suk-professional-0071	suk-professional	2	0	0	0	0	0
suk-professional-0072	suk-professional	15	0	1	0	1	1
suk-professional-0073	suk-professional	1	0	0	0	0	0
suk-professional-0074	suk-professional	37	0	4	0	0	0
suk-professional-0075	suk-professional	2	0	0	0	0	0
suk-professional-0076	suk-professional	24	2	0	0	0	4
suk-professional-0077	suk-professional	0	1	0	0	0	0
suk-professional-0078	suk-professional	1	0	0	0	0	0
suk-professional-0079	suk-professional	8	0	0	0	0	0
suk-professional-0080	suk-professional	2	0	0	0	0	0
suk-professional-0081	suk-professional	1	0	0	0	0	0
suk-professional-0082	suk-professional	3	1	0	0	0	0
suk-professional-0083	suk-professional	3	0	0	0	0	0
suk-professional-0084	suk-professional	0	0	0	0	0	1
suk-professional-0085	suk-professional	1	1	0	0	0	0
suk-professional-0086	suk-professional	13	0	0	1	0	4
suk-professional-0087	suk-professional	12	0	0	0	0	2
suk-professional-0088	suk-professional	9	0	0	0	0	1
suk-professional-0089	suk-professional	3	0	1	0	0	2
suk-professional-0090	suk-professional	2	0	0	0	0	0
suk-professional-0091	suk-professional	9	0	1	0	0	1
suk-professional-0092	suk-professional	2	0	0	0	0	0
suk-professional-0093	suk-professional	2	0	1	0	0	0
suk-professional-0094	suk-professional	1	0	0	0	0	0
suk-professional-0095	suk-professional	1	0	0	0	0	0
suk-professional-0096	suk-professional	18	0	1	0	0	1
suk-professional-0097	suk-professional	0	0	0	0	0	1
suk-professional-0098	suk-professional	1	0	0	0	0	0
suk-professional-0099	suk-professional	0	0	1	0	0	0
suk-professional-0100	suk-professional	1	0	0	0	0	1
suk-professional-0101	suk-professional	1	0	0	0	0	0
suk-professional-0102	suk-professional	7	0	0	0	0	0
suk-professional-0103	suk-professional	5	1	1	0	0	2
suk-professional-0104	suk-professional	1	0	0	0	1	0
suk-professional-0105	suk-professional	5	0	0	1	0	0
suk-professional-0106	suk-professional	4	0	0	0	0	0
suk-professional-0107	suk-professional	3	0	0	0	0	0
suk-professional-0108	suk-professional	2	0	1	0	0	0
suk-professional-0109	suk-professional	0	0	0	0	0	1
suk-professional-0110	suk-professional	0	0	1	0	0	0
suk-professional-0111	suk-professional	1	0	0	0	0	0
suk-professional-0112	suk-professional	1	0	0	0	0	0
suk-professional-0113	suk-professional	12	0	0	0	0	5
suk-professional-0114	suk-professional	1	0	0	0	1	3
suk-professional-0115	suk-professional	2	2	0	0	0	2
suk-professional-0116	suk-professional	3	1	0	0	0	0
suk-professional-0117	suk-professional	2	0	0	0	0	0
suk-professional-0118	suk-professional	31	1	0	0	0	0
suk-professional-0119	suk-professional	2	0	0	0	0	2
suk-professional-0120	suk-professional	1	0	0	0	0	1
suk-professional-0121	suk-professional	1	0	0	0	0	0
suk-professional-0122	suk-professional	7	2	0	0	0	0
suk-professional-0123	suk-professional	4	0	0	0	0	0
suk-professional-0124	suk-professional	7	1	0	0	1	1
suk-professional-0125	suk-professional	3	0	1	0	0	1
suk-professional-0126	suk-professional	2	1	0	0	1	1
suk-professional-0127	suk-professional	1	0	0	0	2	0
suk-professional-0128	suk-professional	1	0	0	0	0	0
suk-professional-0129	suk-professional	2	1	0	0	0	0
suk-professional-0130	suk-professional	0	0	0	0	0	1
suk-professional-0131	suk-professional	4	0	0	0	0	0
suk-professional-0132	suk-professional	3	0	0	0	0	2
suk-professional-0133	suk-professional	2	1	0	0	0	0
suk-professional-0134	suk-professional	3	0	1	0	0	0
suk-professional-0135	suk-professional	0	1	0	0	0	0
suk-professional-0136	suk-professional	1	0	0	0	0	0
suk-professional-0137	suk-professional	8	0	0	0	0	0
suk-professional-0138	suk-professional	14	1	0	0	0	0
suk-professional-0139	suk-professional	3	0	0	0	0	0
suk-professional-0140	suk-professional	2	0	0	0	0	0
suk-professional-0141	suk-professional	2	0	0	0	0	0
suk-professional-0142	suk-professional	6	0	1	1	0	2
suk-professional-0143	suk-professional	1	0	0	0	0	0
suk-professional-0144	suk-professional	0	1	0	0	0	1
suk-professional-0145	suk-professional	0	2	1	0	0	0
suk-professional-0146	suk-professional	4	0	0	1	1	1
suk-professional-0147	suk-professional	1	0	0	0	0	1
suk-professional-0148	suk-professional	4	0	0	0	0	3
suk-professional-0149	suk-professional	2	0	0	0	0	0
suk-professional-0150	suk-professional	2	0	0	0	0	1
suk-professional-0151	suk-professional	4	0	0	0	1	0
suk-professional-0152	suk-professional	1	0	0	0	0	0
suk-professional-0153	suk-professional	6	0	0	0	0	0
suk-professional-0154	suk-professional	6	0	1	2	0	2
suk-professional-0155	suk-professional	4	0	0	0	0	2
suk-professional-0156	suk-professional	8	1	0	0	0	1
suk-professional-0157	suk-professional	4	1	0	0	0	0
suk-professional-0158	suk-professional	0	1	0	0	0	0
suk-professional-0159	suk-professional	1	0	0	0	0	0
suk-professional-0160	suk-professional	1	0	0	0	1	0
suk-professional-0161	suk-professional	2	0	0	0	0	0
suk-professional-0162	suk-professional	4	0	0	3	0	2
suk-professional-0163	suk-professional	2	0	0	0	0	1
suk-professional-0164	suk-professional	1	0	0	0	0	0
suk-professional-0165	suk-professional	1	0	0	0	0	0
suk-professional-0166	suk-professional	6	1	0	1	0	0
suk-professional-0167	suk-professional	4	0	0	0	0	0
suk-professional-0168	suk-professional	6	0	0	0	0	1
suk-professional-0169	suk-professional	4	1	1	0	0	0
suk-professional-0170	suk-professional	3	0	0	0	0	0
suk-professional-0171	suk-professional	1	0	0	0	0	0
suk-professional-0172	suk-professional	4	0	0	0	0	1
suk-professional-0173	suk-professional	0	1	0	0	0	0
suk-professional-0174	suk-professional	4	0	0	0	0	1
suk-professional-0175	suk-professional	1	0	0	0	0	0
suk-professional-0176	suk-professional	1	2	0	0	0	1
suk-professional-0177	suk-professional	2	0	0	0	0	0
suk-professional-0178	suk-professional	2	0	0	0	0	1
suk-professional-0179	suk-professional	0	0	0	0	0	1
suk-professional-0180	suk-professional	1	0	0	0	0	0
suk-professional-0181	suk-professional	2	0	0	0	0	0
suk-professional-0182	suk-professional	7	0	0	0	0	0
suk-professional-0183	suk-professional	1	0	0	0	0	0
suk-professional-0184	suk-professional	1	0	0	0	0	0
suk-professional-0185	suk-professional	0	1	0	0	0	1
suk-professional-0186	suk-professional	6	1	0	0	0	1
suk-professional-0187	suk-professional	1	0	0	0	0	0
suk-professional-0188	suk-professional	4	0	0	0	0	2
suk-professional-0189	suk-professional	5	0	0	0	1	0
suk-professional-0190	suk-professional	2	0	0	0	0	0
suk-professional-0191	suk-professional	2	1	2	0	0	0
suk-professional-0192	suk-professional	1	0	0	0	0	0
suk-professional-0193	suk-professional	0	0	0	0	0	1
suk-professional-0194	suk-professional	1	0	0	0	0	0
suk-professional-0195	suk-professional	6	0	0	0	0	1
suk-professional-0196	suk-professional	12	0	1	1	0	2
suk-professional-0197	suk-professional	2	0	0	0	0	1
suk-professional-0198	suk-professional	12	1	0	0	0	0
suk-professional-0199	suk-professional	12	1	3	0	0	2
suk-professional-0200	suk-professional	1	0	0	0	0	1
suk-professional-0201	suk-professional	3	0	0	0	0	0
suk-professional-0202	suk-professional	2	0	0	0	0	0
suk-professional-0203	suk-professional	3	0	0	0	0	0
suk-professional-0204	suk-professional	1	0	0	0	0	0
suk-professional-0205	suk-professional	4	1	1	0	0	2
suk-professional-0206	suk-professional	1	0	0	0	0	0
suk-professional-0207	suk-professional	1	0	0	0	0	0
suk-professional-0208	suk-professional	0	0	0	0	1	0
suk-professional-0209	suk-professional	1	0	1	0	0	0
suk-professional-0210	suk-professional	2	0	0	0	0	1
suk-professional-0211	suk-professional	2	0	0	1	0	1
suk-professional-0212	suk-professional	2	0	0	1	0	0
suk-professional-0213	suk-professional	2	0	0	0	0	0
suk-professional-0214	suk-professional	0	0	0	0	2	1
suk-professional-0215	suk-professional	1	0	0	0	0	0
suk-professional-0216	suk-professional	22	3	0	0	1	5
suk-professional-0217	suk-professional	3	0	0	0	0	2
suk-professional-0218	suk-professional	3	1	0	0	0	0
suk-professional-0219	suk-professional	1	0	2	0	0	3
suk-professional-0220	suk-professional	1	0	0	0	0	1
suk-professional-0221	suk-professional	0	0	0	0	0	1
suk-professional-0222	suk-professional	5	0	0	0	0	2
suk-professional-0223	suk-professional	3	0	0	0	1	3
suk-professional-0224	suk-professional	3	1	0	0	0	0
suk-professional-0225	suk-professional	4	0	1	0	0	0
suk-professional-0226	suk-professional	3	0	0	0	0	1
suk-professional-0227	suk-professional	7	0	0	0	0	0
suk-professional-0228	suk-professional	1	0	0	0	0	0
suk-professional-0229	suk-professional	2	0	0	0	0	0
suk-professional-0230	suk-professional	1	0	0	0	0	0
suk-professional-0231	suk-professional	1	0	0	0	0	0
suk-professional-0232	suk-professional	2	0	0	0	0	1
suk-professional-0233	suk-professional	1	0	0	0	0	0
suk-professional-0234	suk-professional	6	0	1	0	0	2
suk-professional-0235	suk-professional	3	0	0	0	0	0
suk-professional-0236	suk-professional	6	1	0	0	0	1
suk-professional-0237	suk-professional	1	0	0	0	0	0
suk-professional-0238	suk-professional	0	0	0	0	0	2
suk-professional-0239	suk-professional	1	0	0	0	0	0
suk-professional-0240	suk-professional	1	0	0	0	0	0
suk-professional-0241	suk-professional	8	0	0	0	0	1
suk-professional-0242	suk-professional	6	0	1	0	0	0
suk-professional-0243	suk-professional	7	1	0	1	0	0
suk-professional-0244	suk-professional	0	0	0	0	0	1
suk-professional-0245	suk-professional	4	0	1	0	0	1
suk-professional-0246	suk-professional	2	0	0	0	0	0
suk-professional-0247	suk-professional	10	1	2	0	1	2
suk-professional-0248	suk-professional	2	0	0	0	0	0
suk-professional-0249	suk-professional	10	1	0	0	0	2
suk-professional-0250	suk-professional	1	0	0	0	0	0
