anonymous_pair_id	condition	SVO	SOV	VSO	VOS	OSV	OVS
essay-pair-0569	gpt5	1	0	0	0	0	0
essay-pair-0570	human	2	0	1	0	0	0
essay-pair-0570	gpt5	5	0	0	0	0	0
essay-pair-0571	human	2	0	0	0	0	0
essay-pair-0571	gpt5	3	1	0	0	0	0
essay-pair-0572	human	2	0	0	0	0	0
essay-pair-0572	gpt5	2	0	0	0	0	0
essay-pair-0573	human	1	0	0	0	0	0
essay-pair-0573	gpt5	2	0	0	0	0	0
essay-pair-0574	human	1	0	0	0	1	0
essay-pair-0574	gpt5	3	0	0	0	0	0
essay-pair-0575	human	1	0	0	0	0	0
essay-pair-0575	gpt5	4	0	0	0	0	1
essay-pair-0576	human	0	0	0	0	0	0
essay-pair-0576	gpt5	0	0	0	0	0	0
essay-pair-0577	human	3	0	0	0	0	1
essay-pair-0577	gpt5	4	0	0	0	0	0
essay-pair-0578	human	0	0	0	0	0	0
essay-pair-0578	gpt5	1	0	0	0	0	0
essay-pair-0579	human	0	1	0	0	0	1
essay-pair-0579	gpt5	1	0	0	0	0	0
essay-pair-0580	human	3	0	1	0	0	1
essay-pair-0580	gpt5	8	0	0	0	1	0
essay-pair-0581	human	3	0	0	0	0	0
essay-pair-0581	gpt5	9	1	0	0	0	1
essay-pair-0582	human	3	0	0	0	0	0
essay-pair-0582	gpt5	4	1	0	0	0	0
essay-pair-0583	human	4	1	0	0	0	1
essay-pair-0583	gpt5	7	0	0	0	0	1
essay-pair-0584	human	2	0	0	0	0	0
essay-pair-0584	gpt5	4	1	0	0	0	0
essay-pair-0585	human	3	0	0	0	0	1
essay-pair-0585	gpt5	4	0	0	0	0	0
essay-pair-0586	human	0	0	0	0	0	1
essay-pair-0586	gpt5	2	0	1	0	0	0
essay-pair-0587	human	2	0	1	0	0	0
essay-pair-0587	gpt5	7	0	0	0	1	0
essay-pair-0588	human	2	1	0	0	0	0
essay-pair-0588	gpt5	2	0	0	0	0	1
essay-pair-0589	human	1	0	0	0	0	0
essay-pair-0589	gpt5	2	0	0	0	0	0
essay-pair-0590	human	1	0	0	0	0	0
essay-pair-0590	gpt5	0	0	0	0	0	0
essay-pair-0591	human	6	0	0	0	0	2
essay-pair-0591	gpt5	18	1	1	0	0	3
essay-pair-0592	human	0	0	0	0	0	0
essay-pair-0592	gpt5	0	0	0	0	0	0
essay-pair-0593	human	5	0	0	0	0	0
essay-pair-0593	gpt5	4	0	0	0	0	0
essay-pair-0594	human	0	0	0	0	0	0
essay-pair-0594	gpt5	1	0	0	0	0	0
essay-pair-0595	human	0	0	0	0	0	0
essay-pair-0595	gpt5	7	0	0	0	0	0
essay-pair-0596	human	9	0	1	0	0	0
essay-pair-0596	gpt5	4	0	0	0	0	0
essay-pair-0597	human	1	0	0	0	0	0
essay-pair-0597	gpt5	2	0	0	0	1	0
essay-pair-0598	human	1	0	0	0	0	0
essay-pair-0598	gpt5	4	0	0	0	0	0
essay-pair-0599	human	1	1	0	0	0	0
essay-pair-0599	gpt5	5	0	0	0	0	0
essay-pair-0600	human	4	0	1	0	0	0
essay-pair-0600	gpt5	2	0	0	0	0	0
essay-pair-0601	human	1	0	2	0	0	0
essay-pair-0601	gpt5	5	0	0	0	0	0
essay-pair-0602	human	4	0	0	0	0	0
essay-pair-0602	gpt5	6	1	1	0	0	0
essay-pair-0603	human	2	0	0	0	0	0
essay-pair-0603	gpt5	2	0	0	0	1	0
essay-pair-0604	human	4	0	0	0	1	1
essay-pair-0604	gpt5	4	0	0	0	0	0
essay-pair-0605	human	4	0	0	0	0	0
essay-pair-0605	gpt5	1	0	0	0	0	0
essay-pair-0606	human	4	0	0	0	0	2
essay-pair-0606	gpt5	5	0	0	0	0	1
essay-pair-0607	human	5	0	1	0	0	1
essay-pair-0607	gpt5	7	0	2	0	1	0
essay-pair-0608	human	1	2	1	0	0	2
essay-pair-0608	gpt5	5	0	0	0	0	0
essay-pair-0609	human	0	0	1	0	0	0
essay-pair-0609	gpt5	4	0	0	0	1	0
essay-pair-0610	human	0	0	1	0	0	0
essay-pair-0610	gpt5	5	0	0	0	1	0
essay-pair-0611	human	5	0	0	1	0	0
essay-pair-0611	gpt5	4	1	0	0	0	0
essay-pair-0612	human	4	0	0	0	0	0
essay-pair-0612	gpt5	6	1	0	0	0	1
essay-pair-0613	human	1	0	0	0	0	0
essay-pair-0613	gpt5	5	0	0	0	0	1
essay-pair-0614	human	1	0	0	0	0	1
essay-pair-0614	gpt5	8	0	0	0	0	1
essay-pair-0615	human	2	0	0	0	0	1
essay-pair-0615	gpt5	5	1	0	0	0	0
essay-pair-0616	human	5	0	0	0	0	0
essay-pair-0616	gpt5	4	0	0	0	0	0
essay-pair-0617	human	4	0	0	0	0	0
essay-pair-0617	gpt5	5	0	0	0	0	0
essay-pair-0618	human	2	0	1	0	0	1
essay-pair-0618	gpt5	6	0	1	0	1	0
essay-pair-0619	human	4	0	0	0	0	1
essay-pair-0619	gpt5	7	0	0	0	0	2
essay-pair-0620	human	3	0	0	0	0	0
essay-pair-0620	gpt5	6	0	0	0	1	1
essay-pair-0621	human	3	0	0	0	0	2
essay-pair-0621	gpt5	3	1	0	0	0	0
essay-pair-0622	human	0	0	0	0	0	0
essay-pair-0622	gpt5	3	1	0	0	0	0
essay-pair-0623	human	2	0	0	0	0	0
essay-pair-0623	gpt5	12	2	2	0	0	0
essay-pair-0624	human	5	0	0	0	0	0
essay-pair-0624	gpt5	3	1	0	0	0	0
essay-pair-0625	human	2	1	1	0	0	0
essay-pair-0625	gpt5	7	0	0	0	0	0
essay-pair-0626	human	0	0	1	0	0	0
essay-pair-0626	gpt5	6	1	0	0	0	0
essay-pair-0627	human	3	0	0	0	0	0
essay-pair-0627	gpt5	13	1	0	0	0	1
essay-pair-0628	human	2	0	0	0	0	0
essay-pair-0628	gpt5	11	1	0	0	0	0
essay-pair-0629	human	3	0	0	1	0	0
essay-pair-0629	gpt5	12	2	0	0	0	0
essay-pair-0630	human	1	0	0	0	0	0
essay-pair-0630	gpt5	4	0	1	0	1	1
essay-pair-0631	human	1	1	2	0	0	1
essay-pair-0631	gpt5	8	1	0	0	0	2
essay-pair-0632	human	1	1	1	0	0	0
essay-pair-0632	gpt5	12	1	0	0	0	3
essay-pair-0633	human	1	1	0	0	0	0
essay-pair-0633	gpt5	5	2	0	0	0	2
essay-pair-0634	human	3	0	0	0	0	0
essay-pair-0634	gpt5	3	0	0	0	0	1
essay-pair-0635	human	1	0	0	0	0	0
essay-pair-0635	gpt5	3	0	0	0	0	1
essay-pair-0636	human	3	0	0	0	0	1
essay-pair-0636	gpt5	12	0	0	0	0	2
essay-pair-0637	human	4	0	0	0	0	0
essay-pair-0637	gpt5	12	0	0	0	0	0
essay-pair-0638	human	2	0	0	0	0	0
essay-pair-0638	gpt5	8	1	0	0	0	0
essay-pair-0639	human	0	0	0	0	0	1
essay-pair-0639	gpt5	7	0	0	0	0	0
essay-pair-0640	human	0	0	0	0	0	1
essay-pair-0640	gpt5	7	2	0	0	0	0
essay-pair-0641	human	0	0	0	0	0	0
essay-pair-0641	gpt5	8	0	1	1	0	0
essay-pair-0642	human	3	0	1	0	0	0
essay-pair-0642	gpt5	2	1	0	0	0	0
essay-pair-0643	human	3	0	1	0	0	1
essay-pair-0643	gpt5	5	0	1	0	0	0
essay-pair-0644	human	4	1	0	0	0	1
essay-pair-0644	gpt5	13	1	0	0	0	1
essay-pair-0645	human	3	0	0	0	0	1
essay-pair-0645	gpt5	7	1	0	0	0	0
essay-pair-0646	human	6	0	0	0	0	0
essay-pair-0646	gpt5	7	0	0	0	0	1
essay-pair-0647	human	2	0	0	0	0	0
essay-pair-0647	gpt5	3	0	0	0	0	0
essay-pair-0648	human	2	0	0	0	0	0
essay-pair-0648	gpt5	8	0	0	0	0	0
essay-pair-0649	human	1	0	0	0	0	0
essay-pair-0649	gpt5	9	0	0	0	0	0
essay-pair-0650	human	6	1	0	0	0	1
essay-pair-0650	gpt5	4	0	1	0	0	0
essay-pair-0651	human	2	0	1	0	0	1
essay-pair-0651	gpt5	7	0	0	0	0	0
essay-pair-0652	human	1	0	0	0	0	0
essay-pair-0652	gpt5	3	0	0	0	0	0
essay-pair-0653	human	4	1	0	0	0	0
essay-pair-0653	gpt5	12	0	0	0	1	0
essay-pair-0654	human	0	0	0	0	0	0
essay-pair-0654	gpt5	0	1	0	0	0	0
essay-pair-0655	human	4	2	1	0	0	0
essay-pair-0655	gpt5	11	1	0	0	0	1
essay-pair-0656	human	3	0	0	0	0	1
essay-pair-0656	gpt5	7	0	0	0	0	1
essay-pair-0657	human	3	0	0	0	1	0
essay-pair-0657	gpt5	4	0	0	0	0	0
essay-pair-0658	human	6	1	0	0	1	0
essay-pair-0658	gpt5	6	0	0	0	0	0
essay-pair-0659	human	2	0	0	0	0	1
essay-pair-0659	gpt5	7	0	0	0	0	0
essay-pair-0660	human	3	0	0	0	1	1
essay-pair-0660	gpt5	8	0	0	0	0	0
essay-pair-0661	human	1	0	0	0	0	0
essay-pair-0661	gpt5	14	1	0	0	1	1
essay-pair-0662	human	2	0	0	0	0	0
essay-pair-0662	gpt5	27	0	0	0	0	0
essay-pair-0663	human	2	0	0	0	0	1
essay-pair-0663	gpt5	7	0	1	0	0	1
essay-pair-0664	human	3	0	2	0	0	0
essay-pair-0664	gpt5	14	0	1	0	0	0
essay-pair-0665	human	0	1	0	0	0	0
essay-pair-0665	gpt5	12	0	0	0	0	0
essay-pair-0666	human	16	1	0	0	0	0
essay-pair-0666	gpt5	11	2	1	0	0	0
essay-pair-0667	human	5	0	0	0	1	1
essay-pair-0667	gpt5	14	0	1	0	0	0
essay-pair-0668	human	11	3	0	0	0	0
essay-pair-0668	gpt5	16	0	3	0	0	0
essay-pair-0669	human	6	0	1	0	0	1
essay-pair-0669	gpt5	16	0	0	0	0	0
essay-pair-0670	human	2	3	0	0	0	1
essay-pair-0670	gpt5	6	0	0	0	0	0
essay-pair-0671	human	1	0	2	0	1	0
essay-pair-0671	gpt5	9	0	1	0	0	0
essay-pair-0672	human	5	0	3	0	1	1
essay-pair-0672	gpt5	11	0	2	0	0	1
essay-pair-0673	human	3	0	0	0	0	0
essay-pair-0673	gpt5	5	0	0	0	0	0
essay-pair-0674	human	4	0	0	0	0	0
essay-pair-0674	gpt5	9	0	1	0	0	0
essay-pair-0675	human	2	0	0	0	0	1
essay-pair-0675	gpt5	7	0	0	1	0	0
essay-pair-0676	human	2	0	0	0	1	0
essay-pair-0676	gpt5	3	0	3	0	0	0
essay-pair-0677	human	3	0	2	0	0	0
essay-pair-0677	gpt5	1	0	0	0	0	1
essay-pair-0678	human	7	1	0	0	0	2
essay-pair-0678	gpt5	14	0	1	0	0	0
essay-pair-0679	human	4	0	1	1	0	1
essay-pair-0679	gpt5	11	0	0	0	0	0
essay-pair-0680	human	3	1	0	0	0	0
essay-pair-0680	gpt5	3	0	0	0	0	0
essay-pair-0681	human	5	0	0	0	0	2
essay-pair-0681	gpt5	17	1	0	0	0	2
essay-pair-0682	human	2	1	0	0	0	1
essay-pair-0682	gpt5	4	0	0	0	0	0
essay-pair-0683	human	2	1	2	0	0	0
essay-pair-0683	gpt5	8	0	1	0	0	0
essay-pair-0684	human	2	0	0	0	0	1
essay-pair-0684	gpt5	19	0	0	0	0	0
essay-pair-0685	human	2	0	1	0	0	0
essay-pair-0685	gpt5	7	0	0	0	0	0
essay-pair-0686	human	1	1	0	0	0	2
essay-pair-0686	gpt5	6	0	0	0	0	1
essay-pair-0687	human	1	0	0	0	0	0
essay-pair-0687	gpt5	9	1	0	0	0	0
essay-pair-0688	human	2	0	1	0	0	0
essay-pair-0688	gpt5	9	1	0	0	0	2
essay-pair-0689	human	3	0	0	0	0	0
essay-pair-0689	gpt5	13	0	0	0	0	0
essay-pair-0690	human	1	0	0	0	0	0
essay-pair-0690	gpt5	14	0	0	0	0	0
essay-pair-0691	human	3	0	0	0	0	0
essay-pair-0691	gpt5	10	1	2	0	0	1
